DayOfWeek, HourOfDay, Branch_,City_,Customer type_,Gender_,Product line_,Unit price,Quantity,Tax 5%,Total,Payment_,cogs,gross margin percentage,gross income,Rating
7, 14, B, Zurich, Normal, Male, Food and beverages, 18.22, 7, 6.377, 133.917, Credit card, 127.54, 4.761904762, 6.377, 6.6
5, 12, C, Geneva, Member, Female, Fashion accessories, 80.48, 3, 12.072, 253.512, Cash, 241.44, 4.761904762, 12.072, 8.1
6, 14, B, Zurich, Normal, Female, Fashion accessories, 37.95, 10, 18.975, 398.475, Cash, 379.5, 4.761904762, 18.975, 9.7
3, 18, A, Bern, Member, Male, Electronic accessories, 76.82, 1, 3.841, 80.661, Ewallet, 76.82, 4.761904762, 3.841, 7.2
6, 12, A, Bern, Member, Female, Sports and travel, 52.26, 10, 26.13, 548.73, Credit card, 522.6, 4.761904762, 26.13, 6.2
3, 10, A, Bern, Normal, Female, Health and beauty, 79.74, 1, 3.987, 83.727, Ewallet, 79.74, 4.761904762, 3.987, 7.3
4, 20, A, Bern, Normal, Female, Health and beauty, 77.5, 5, 19.375, 406.875, Ewallet, 387.5, 4.761904762, 19.375, 4.3
3, 14, A, Bern, Normal, Female, Food and beverages, 54.27, 5, 13.5675, 284.9175, Ewallet, 271.35, 4.761904762, 13.5675, 4.6
5, 10, B, Zurich, Normal, Male, Home and lifestyle, 13.59, 9, 6.1155, 128.4255, Cash, 122.31, 4.761904762, 6.1155, 5.8
2, 13, B, Zurich, Member, Female, Health and beauty, 41.06, 6, 12.318, 258.678, Credit card, 246.36, 4.761904762, 12.318, 8.3
1, 16, B, Zurich, Member, Male, Electronic accessories, 19.24, 9, 8.658, 181.818, Cash, 173.16, 4.761904762, 8.658, 8
1, 20, C, Geneva, Normal, Female, Food and beverages, 39.43, 6, 11.829, 248.409, Credit card, 236.58, 4.761904762, 11.829, 9.4
2, 20, C, Geneva, Normal, Male, Home and lifestyle, 46.22, 4, 9.244, 194.124, Credit card, 184.88, 4.761904762, 9.244, 6.2
1, 13, C, Geneva, Member, Male, Home and lifestyle, 13.98, 1, 0.699, 14.679, Ewallet, 13.98, 4.761904762, 0.699, 9.8
5, 10, B, Zurich, Normal, Female, Fashion accessories, 39.75, 5, 9.9375, 208.6875, Ewallet, 198.75, 4.761904762, 9.9375, 9.6
6, 17, C, Geneva, Member, Female, Fashion accessories, 97.79, 7, 34.2265, 718.7565, Ewallet, 684.53, 4.761904762, 34.2265, 4.9
6, 15, A, Bern, Member, Male, Sports and travel, 67.26, 4, 13.452, 282.492, Credit card, 269.04, 4.761904762, 13.452, 8
5, 19, A, Bern, Normal, Male, Food and beverages, 13.79, 5, 3.4475, 72.3975, Credit card, 68.95, 4.761904762, 3.4475, 7.8
5, 19, B, Zurich, Member, Female, Fashion accessories, 68.71, 4, 13.742, 288.582, Cash, 274.84, 4.761904762, 13.742, 4.1
1, 19, A, Bern, Normal, Female, Home and lifestyle, 56.53, 4, 11.306, 237.426, Ewallet, 226.12, 4.761904762, 11.306, 5.5
1, 19, C, Geneva, Normal, Female, Fashion accessories, 23.82, 5, 5.955, 125.055, Ewallet, 119.1, 4.761904762, 5.955, 5.4
3, 13, B, Zurich, Normal, Female, Health and beauty, 34.21, 10, 17.105, 359.205, Cash, 342.1, 4.761904762, 17.105, 5.1
5, 14, B, Zurich, Normal, Male, Sports and travel, 21.87, 2, 2.187, 45.927, Ewallet, 43.74, 4.761904762, 2.187, 6.9
5, 13, A, Bern, Member, Male, Health and beauty, 20.97, 5, 5.2425, 110.0925, Cash, 104.85, 4.761904762, 5.2425, 7.8
7, 18, A, Bern, Normal, Male, Sports and travel, 25.84, 3, 3.876, 81.396, Ewallet, 77.52, 4.761904762, 3.876, 6.6
5, 19, A, Bern, Normal, Male, Home and lifestyle, 50.93, 8, 20.372, 427.812, Ewallet, 407.44, 4.761904762, 20.372, 9.2
5, 16, B, Zurich, Normal, Male, Health and beauty, 96.11, 1, 4.8055, 100.9155, Ewallet, 96.11, 4.761904762, 4.8055, 7.8
2, 13, C, Geneva, Normal, Female, Home and lifestyle, 45.38, 4, 9.076, 190.596, Credit card, 181.52, 4.761904762, 9.076, 8.7
2, 10, C, Geneva, Member, Female, Health and beauty, 81.51, 1, 4.0755, 85.5855, Ewallet, 81.51, 4.761904762, 4.0755, 9.2
6, 17, B, Zurich, Normal, Female, Health and beauty, 57.22, 2, 5.722, 120.162, Ewallet, 114.44, 4.761904762, 5.722, 8.3
1, 10, A, Bern, Member, Female, Electronic accessories, 25.22, 7, 8.827, 185.367, Cash, 176.54, 4.761904762, 8.827, 8.2
4, 13, C, Geneva, Member, Female, Food and beverages, 38.6, 3, 5.79, 121.59, Ewallet, 115.8, 4.761904762, 5.79, 7.5
3, 13, C, Geneva, Normal, Female, Electronic accessories, 84.05, 3, 12.6075, 264.7575, Cash, 252.15, 4.761904762, 12.6075, 9.8
5, 13, C, Geneva, Member, Female, Fashion accessories, 97.21, 10, 48.605, 1020.705, Credit card, 972.1, 4.761904762, 48.605, 8.7
2, 19, B, Zurich, Member, Male, Fashion accessories, 25.42, 8, 10.168, 213.528, Credit card, 203.36, 4.761904762, 10.168, 6.7
6, 15, C, Geneva, Normal, Male, Fashion accessories, 16.28, 1, 0.814, 17.094, Cash, 16.28, 4.761904762, 0.814, 5
3, 13, B, Zurich, Member, Male, Fashion accessories, 40.61, 9, 18.2745, 383.7645, Cash, 365.49, 4.761904762, 18.2745, 7
1, 18, A, Bern, Member, Male, Health and beauty, 53.17, 7, 18.6095, 390.7995, Cash, 372.19, 4.761904762, 18.6095, 8.9
3, 13, B, Zurich, Member, Female, Food and beverages, 20.87, 3, 3.1305, 65.7405, Credit card, 62.61, 4.761904762, 3.1305, 8
3, 17, B, Zurich, Normal, Male, Sports and travel, 67.27, 5, 16.8175, 353.1675, Cash, 336.35, 4.761904762, 16.8175, 6.9
5, 10, A, Bern, Member, Female, Home and lifestyle, 90.65, 10, 45.325, 951.825, Ewallet, 906.5, 4.761904762, 45.325, 7.3
4, 19, B, Zurich, Normal, Male, Fashion accessories, 69.08, 2, 6.908, 145.068, Credit card, 138.16, 4.761904762, 6.908, 6.9
5, 16, C, Geneva, Normal, Male, Food and beverages, 43.27, 2, 4.327, 90.867, Ewallet, 86.54, 4.761904762, 4.327, 5.7
7, 19, A, Bern, Normal, Female, Electronic accessories, 23.46, 6, 7.038, 147.798, Ewallet, 140.76, 4.761904762, 7.038, 6.4
6, 14, B, Zurich, Normal, Male, Fashion accessories, 95.54, 7, 33.439, 702.219, Credit card, 668.78, 4.761904762, 33.439, 9.6
5, 18, B, Zurich, Normal, Female, Fashion accessories, 47.44, 1, 2.372, 49.812, Credit card, 47.44, 4.761904762, 2.372, 6.8
2, 19, C, Geneva, Normal, Male, Sports and travel, 99.24, 9, 44.658, 937.818, Ewallet, 893.16, 4.761904762, 44.658, 9
7, 16, C, Geneva, Member, Male, Sports and travel, 82.93, 4, 16.586, 348.306, Ewallet, 331.72, 4.761904762, 16.586, 9.6
5, 15, A, Bern, Normal, Male, Home and lifestyle, 33.99, 6, 10.197, 214.137, Credit card, 203.94, 4.761904762, 10.197, 7.7
5, 20, C, Geneva, Member, Male, Food and beverages, 17.04, 4, 3.408, 71.568, Ewallet, 68.16, 4.761904762, 3.408, 7
4, 14, C, Geneva, Normal, Female, Electronic accessories, 40.86, 8, 16.344, 343.224, Credit card, 326.88, 4.761904762, 16.344, 6.5
2, 19, C, Geneva, Member, Male, Food and beverages, 17.44, 5, 4.36, 91.56, Cash, 87.2, 4.761904762, 4.36, 8.1
5, 19, B, Zurich, Member, Female, Sports and travel, 88.43, 8, 35.372, 742.812, Credit card, 707.44, 4.761904762, 35.372, 4.3
2, 15, A, Bern, Member, Female, Home and lifestyle, 89.21, 9, 40.1445, 843.0345, Credit card, 802.89, 4.761904762, 40.1445, 6.5
2, 14, C, Geneva, Normal, Male, Fashion accessories, 12.78, 1, 0.639, 13.419, Ewallet, 12.78, 4.761904762, 0.639, 9.5
2, 10, A, Bern, Normal, Female, Sports and travel, 19.1, 7, 6.685, 140.385, Cash, 133.7, 4.761904762, 6.685, 9.7
1, 17, B, Zurich, Member, Female, Health and beauty, 19.15, 1, 0.9575, 20.1075, Credit card, 19.15, 4.761904762, 0.9575, 9.5
4, 11, C, Geneva, Member, Male, Food and beverages, 27.66, 10, 13.83, 290.43, Credit card, 276.6, 4.761904762, 13.83, 8.9
7, 17, C, Geneva, Normal, Male, Fashion accessories, 45.74, 3, 6.861, 144.081, Credit card, 137.22, 4.761904762, 6.861, 6.5
6, 20, B, Zurich, Member, Female, Health and beauty, 27.07, 1, 1.3535, 28.4235, Credit card, 27.07, 4.761904762, 1.3535, 5.3
2, 11, B, Zurich, Member, Female, Sports and travel, 39.12, 1, 1.956, 41.076, Credit card, 39.12, 4.761904762, 1.956, 9.6
2, 19, B, Zurich, Normal, Female, Electronic accessories, 74.71, 6, 22.413, 470.673, Cash, 448.26, 4.761904762, 22.413, 6.7
3, 18, B, Zurich, Normal, Male, Electronic accessories, 22.01, 6, 6.603, 138.663, Cash, 132.06, 4.761904762, 6.603, 7.6
6, 12, A, Bern, Normal, Female, Food and beverages, 63.61, 5, 15.9025, 333.9525, Ewallet, 318.05, 4.761904762, 15.9025, 4.8
7, 15, A, Bern, Normal, Male, Health and beauty, 25, 1, 1.25, 26.25, Ewallet, 25, 4.761904762, 1.25, 5.5
4, 13, A, Bern, Member, Male, Electronic accessories, 20.77, 4, 4.154, 87.234, Cash, 83.08, 4.761904762, 4.154, 4.7
3, 16, B, Zurich, Member, Female, Fashion accessories, 29.56, 5, 7.39, 155.19, Cash, 147.8, 4.761904762, 7.39, 6.9
5, 14, B, Zurich, Member, Female, Food and beverages, 77.4, 9, 34.83, 731.43, Credit card, 696.6, 4.761904762, 34.83, 4.5
4, 20, B, Zurich, Normal, Male, Electronic accessories, 79.39, 10, 39.695, 833.595, Cash, 793.9, 4.761904762, 39.695, 6.2
7, 13, C, Geneva, Member, Female, Electronic accessories, 46.57, 10, 23.285, 488.985, Cash, 465.7, 4.761904762, 23.285, 7.6
6, 16, C, Geneva, Normal, Male, Food and beverages, 35.89, 1, 1.7945, 37.6845, Credit card, 35.89, 4.761904762, 1.7945, 7.9
7, 15, C, Geneva, Normal, Male, Food and beverages, 40.52, 5, 10.13, 212.73, Cash, 202.6, 4.761904762, 10.13, 4.5
7, 12, B, Zurich, Member, Female, Food and beverages, 73.05, 10, 36.525, 767.025, Credit card, 730.5, 4.761904762, 36.525, 8.7
7, 10, C, Geneva, Normal, Female, Sports and travel, 73.95, 4, 14.79, 310.59, Cash, 295.8, 4.761904762, 14.79, 6.1
7, 18, C, Geneva, Member, Female, Food and beverages, 22.62, 1, 1.131, 23.751, Cash, 22.62, 4.761904762, 1.131, 6.4
4, 15, A, Bern, Member, Male, Food and beverages, 51.34, 5, 12.835, 269.535, Credit card, 256.7, 4.761904762, 12.835, 9.1
6, 11, C, Geneva, Member, Female, Sports and travel, 54.55, 10, 27.275, 572.775, Credit card, 545.5, 4.761904762, 27.275, 7.1
5, 13, C, Geneva, Member, Female, Health and beauty, 37.15, 7, 13.0025, 273.0525, Credit card, 260.05, 4.761904762, 13.0025, 7.7
5, 18, B, Zurich, Normal, Male, Sports and travel, 37.02, 6, 11.106, 233.226, Cash, 222.12, 4.761904762, 11.106, 4.5
6, 10, C, Geneva, Normal, Male, Food and beverages, 21.58, 1, 1.079, 22.659, Ewallet, 21.58, 4.761904762, 1.079, 7.2
5, 11, C, Geneva, Member, Female, Electronic accessories, 98.84, 1, 4.942, 103.782, Cash, 98.84, 4.761904762, 4.942, 8.4
3, 12, C, Geneva, Member, Female, Home and lifestyle, 83.77, 6, 25.131, 527.751, Ewallet, 502.62, 4.761904762, 25.131, 5.4
5, 11, A, Bern, Member, Female, Sports and travel, 40.05, 4, 8.01, 168.21, Cash, 160.2, 4.761904762, 8.01, 9.7
6, 18, A, Bern, Member, Male, Fashion accessories, 43.13, 10, 21.565, 452.865, Credit card, 431.3, 4.761904762, 21.565, 5.5
6, 17, B, Zurich, Member, Male, Health and beauty, 72.57, 8, 29.028, 609.588, Cash, 580.56, 4.761904762, 29.028, 4.6
6, 17, A, Bern, Member, Female, Electronic accessories, 64.44, 5, 16.11, 338.31, Cash, 322.2, 4.761904762, 16.11, 6.6
1, 20, A, Bern, Normal, Male, Health and beauty, 65.18, 3, 9.777, 205.317, Credit card, 195.54, 4.761904762, 9.777, 6.3
1, 16, A, Bern, Normal, Female, Sports and travel, 33.26, 5, 8.315, 174.615, Credit card, 166.3, 4.761904762, 8.315, 4.2
4, 16, C, Geneva, Normal, Male, Electronic accessories, 84.07, 4, 16.814, 353.094, Ewallet, 336.28, 4.761904762, 16.814, 4.4
6, 10, B, Zurich, Normal, Male, Sports and travel, 34.37, 10, 17.185, 360.885, Ewallet, 343.7, 4.761904762, 17.185, 6.7
2, 11, A, Bern, Normal, Male, Electronic accessories, 38.6, 1, 1.93, 40.53, Ewallet, 38.6, 4.761904762, 1.93, 6.7
6, 20, C, Geneva, Normal, Male, Food and beverages, 65.97, 8, 26.388, 554.148, Cash, 527.76, 4.761904762, 26.388, 8.4
5, 12, C, Geneva, Normal, Female, Electronic accessories, 32.8, 10, 16.4, 344.4, Cash, 328, 4.761904762, 16.4, 6.2
2, 13, A, Bern, Normal, Male, Sports and travel, 37.14, 5, 9.285, 194.985, Ewallet, 185.7, 4.761904762, 9.285, 5
2, 16, B, Zurich, Member, Male, Home and lifestyle, 60.38, 10, 30.19, 633.99, Cash, 603.8, 4.761904762, 30.19, 6
2, 19, C, Geneva, Member, Female, Sports and travel, 36.98, 10, 18.49, 388.29, Credit card, 369.8, 4.761904762, 18.49, 7
4, 15, B, Zurich, Member, Female, Sports and travel, 49.49, 4, 9.898, 207.858, Ewallet, 197.96, 4.761904762, 9.898, 6.6
4, 14, B, Zurich, Normal, Female, Fashion accessories, 41.09, 10, 20.545, 431.445, Cash, 410.9, 4.761904762, 20.545, 7.3
6, 18, A, Bern, Normal, Male, Fashion accessories, 37.15, 4, 7.43, 156.03, Ewallet, 148.6, 4.761904762, 7.43, 8.3
3, 20, C, Geneva, Normal, Male, Home and lifestyle, 22.96, 1, 1.148, 24.108, Cash, 22.96, 4.761904762, 1.148, 4.3
1, 13, B, Zurich, Member, Female, Home and lifestyle, 77.68, 9, 34.956, 734.076, Ewallet, 699.12, 4.761904762, 34.956, 9.8
3, 19, B, Zurich, Normal, Female, Fashion accessories, 34.7, 2, 3.47, 72.87, Ewallet, 69.4, 4.761904762, 3.47, 8.2
5, 18, A, Bern, Member, Female, Fashion accessories, 19.66, 10, 9.83, 206.43, Credit card, 196.6, 4.761904762, 9.83, 7.2
2, 20, B, Zurich, Member, Female, Health and beauty, 25.32, 8, 10.128, 212.688, Ewallet, 202.56, 4.761904762, 10.128, 8.7
2, 13, C, Geneva, Member, Female, Home and lifestyle, 12.12, 10, 6.06, 127.26, Credit card, 121.2, 4.761904762, 6.06, 8.4
2, 11, B, Zurich, Normal, Male, Fashion accessories, 99.89, 2, 9.989, 209.769, Ewallet, 199.78, 4.761904762, 9.989, 7.1
3, 14, B, Zurich, Normal, Male, Sports and travel, 75.92, 8, 30.368, 637.728, Cash, 607.36, 4.761904762, 30.368, 5.5
2, 15, C, Geneva, Normal, Female, Electronic accessories, 63.22, 2, 6.322, 132.762, Cash, 126.44, 4.761904762, 6.322, 8.5
7, 11, C, Geneva, Normal, Female, Food and beverages, 90.24, 6, 27.072, 568.512, Cash, 541.44, 4.761904762, 27.072, 6.2
1, 17, B, Zurich, Member, Female, Sports and travel, 98.13, 1, 4.9065, 103.0365, Cash, 98.13, 4.761904762, 4.9065, 8.9
6, 15, A, Bern, Member, Female, Sports and travel, 51.52, 8, 20.608, 432.768, Cash, 412.16, 4.761904762, 20.608, 9.6
7, 15, B, Zurich, Member, Male, Sports and travel, 73.97, 1, 3.6985, 77.6685, Credit card, 73.97, 4.761904762, 3.6985, 5.4
6, 12, C, Geneva, Member, Female, Fashion accessories, 31.9, 1, 1.595, 33.495, Ewallet, 31.9, 4.761904762, 1.595, 9.1
7, 19, C, Geneva, Normal, Male, Home and lifestyle, 69.4, 2, 6.94, 145.74, Ewallet, 138.8, 4.761904762, 6.94, 9
1, 17, B, Zurich, Normal, Female, Sports and travel, 93.31, 2, 9.331, 195.951, Cash, 186.62, 4.761904762, 9.331, 6.3
1, 16, B, Zurich, Normal, Male, Sports and travel, 88.45, 1, 4.4225, 92.8725, Credit card, 88.45, 4.761904762, 4.4225, 9.5
1, 20, A, Bern, Member, Male, Electronic accessories, 24.18, 8, 9.672, 203.112, Ewallet, 193.44, 4.761904762, 9.672, 9.8
2, 12, B, Zurich, Member, Female, Sports and travel, 48.5, 3, 7.275, 152.775, Cash, 145.5, 4.761904762, 7.275, 6.7
2, 10, B, Zurich, Normal, Female, Food and beverages, 84.05, 6, 25.215, 529.515, Credit card, 504.3, 4.761904762, 25.215, 7.7
5, 14, B, Zurich, Member, Male, Health and beauty, 61.29, 5, 15.3225, 321.7725, Cash, 306.45, 4.761904762, 15.3225, 7
6, 17, C, Geneva, Member, Female, Home and lifestyle, 15.95, 6, 4.785, 100.485, Credit card, 95.7, 4.761904762, 4.785, 5.1
3, 18, B, Zurich, Member, Female, Sports and travel, 90.74, 7, 31.759, 666.939, Credit card, 635.18, 4.761904762, 31.759, 6.2
6, 17, A, Bern, Normal, Female, Home and lifestyle, 42.91, 5, 10.7275, 225.2775, Ewallet, 214.55, 4.761904762, 10.7275, 6.1
7, 18, A, Bern, Normal, Female, Fashion accessories, 54.28, 7, 18.998, 398.958, Ewallet, 379.96, 4.761904762, 18.998, 9.3
4, 12, A, Bern, Normal, Male, Electronic accessories, 99.55, 7, 34.8425, 731.6925, Cash, 696.85, 4.761904762, 34.8425, 7.6
6, 19, C, Geneva, Member, Male, Sports and travel, 58.39, 7, 20.4365, 429.1665, Credit card, 408.73, 4.761904762, 20.4365, 8.2
1, 15, C, Geneva, Member, Female, Fashion accessories, 51.47, 1, 2.5735, 54.0435, Ewallet, 51.47, 4.761904762, 2.5735, 8.5
5, 16, B, Zurich, Member, Male, Health and beauty, 54.86, 5, 13.715, 288.015, Ewallet, 274.3, 4.761904762, 13.715, 9.8
2, 20, C, Geneva, Member, Male, Home and lifestyle, 39.39, 5, 9.8475, 206.7975, Credit card, 196.95, 4.761904762, 9.8475, 8.7
5, 18, A, Bern, Normal, Male, Home and lifestyle, 34.73, 2, 3.473, 72.933, Ewallet, 69.46, 4.761904762, 3.473, 9.7
4, 15, C, Geneva, Member, Male, Sports and travel, 71.92, 5, 17.98, 377.58, Credit card, 359.6, 4.761904762, 17.98, 4.3
2, 10, B, Zurich, Normal, Female, Electronic accessories, 45.71, 3, 6.8565, 143.9865, Credit card, 137.13, 4.761904762, 6.8565, 7.7
3, 11, C, Geneva, Member, Female, Home and lifestyle, 83.17, 6, 24.951, 523.971, Cash, 499.02, 4.761904762, 24.951, 7.3
3, 13, A, Bern, Member, Female, Home and lifestyle, 37.44, 6, 11.232, 235.872, Credit card, 224.64, 4.761904762, 11.232, 5.9
2, 11, C, Geneva, Normal, Male, Health and beauty, 62.87, 2, 6.287, 132.027, Cash, 125.74, 4.761904762, 6.287, 5
7, 14, A, Bern, Normal, Male, Food and beverages, 81.71, 6, 24.513, 514.773, Credit card, 490.26, 4.761904762, 24.513, 8
1, 16, A, Bern, Member, Female, Sports and travel, 91.41, 5, 22.8525, 479.9025, Ewallet, 457.05, 4.761904762, 22.8525, 7.1
3, 20, B, Zurich, Normal, Male, Fashion accessories, 39.21, 4, 7.842, 164.682, Credit card, 156.84, 4.761904762, 7.842, 9
7, 14, B, Zurich, Member, Male, Fashion accessories, 59.86, 2, 5.986, 125.706, Ewallet, 119.72, 4.761904762, 5.986, 6.7
4, 11, B, Zurich, Member, Female, Food and beverages, 54.36, 10, 27.18, 570.78, Credit card, 543.6, 4.761904762, 27.18, 6.1
7, 19, A, Bern, Normal, Male, Sports and travel, 98.09, 9, 44.1405, 926.9505, Cash, 882.81, 4.761904762, 44.1405, 9.3
2, 19, A, Bern, Normal, Male, Health and beauty, 25.43, 6, 7.629, 160.209, Ewallet, 152.58, 4.761904762, 7.629, 7
4, 18, A, Bern, Member, Male, Fashion accessories, 86.68, 8, 34.672, 728.112, Credit card, 693.44, 4.761904762, 34.672, 7.2
3, 19, B, Zurich, Normal, Male, Electronic accessories, 22.95, 10, 11.475, 240.975, Ewallet, 229.5, 4.761904762, 11.475, 8.2
2, 10, C, Geneva, Normal, Female, Food and beverages, 16.31, 9, 7.3395, 154.1295, Ewallet, 146.79, 4.761904762, 7.3395, 8.4
1, 13, A, Bern, Normal, Female, Home and lifestyle, 28.32, 5, 7.08, 148.68, Ewallet, 141.6, 4.761904762, 7.08, 6.2
4, 11, C, Geneva, Normal, Male, Home and lifestyle, 16.67, 7, 5.8345, 122.5245, Ewallet, 116.69, 4.761904762, 5.8345, 7.4
6, 11, B, Zurich, Member, Female, Fashion accessories, 73.96, 1, 3.698, 77.658, Credit card, 73.96, 4.761904762, 3.698, 5
4, 11, A, Bern, Normal, Male, Home and lifestyle, 97.94, 1, 4.897, 102.837, Ewallet, 97.94, 4.761904762, 4.897, 6.9
1, 17, A, Bern, Normal, Female, Fashion accessories, 73.05, 4, 14.61, 306.81, Credit card, 292.2, 4.761904762, 14.61, 4.9
5, 18, C, Geneva, Member, Female, Food and beverages, 87.48, 6, 26.244, 551.124, Ewallet, 524.88, 4.761904762, 26.244, 5.1
2, 11, A, Bern, Normal, Male, Home and lifestyle, 30.68, 3, 4.602, 96.642, Ewallet, 92.04, 4.761904762, 4.602, 9.1
4, 10, C, Geneva, Member, Male, Health and beauty, 75.88, 1, 3.794, 79.674, Credit card, 75.88, 4.761904762, 3.794, 7.1
3, 12, B, Zurich, Member, Female, Sports and travel, 20.18, 4, 4.036, 84.756, Credit card, 80.72, 4.761904762, 4.036, 5
1, 16, C, Geneva, Member, Male, Electronic accessories, 18.77, 6, 5.631, 118.251, Credit card, 112.62, 4.761904762, 5.631, 5.5
6, 20, B, Zurich, Normal, Female, Food and beverages, 71.2, 1, 3.56, 74.76, Credit card, 71.2, 4.761904762, 3.56, 9.2
2, 13, B, Zurich, Member, Male, Home and lifestyle, 38.81, 4, 7.762, 163.002, Ewallet, 155.24, 4.761904762, 7.762, 4.9
6, 16, A, Bern, Normal, Female, Fashion accessories, 29.42, 10, 14.71, 308.91, Ewallet, 294.2, 4.761904762, 14.71, 8.9
1, 12, A, Bern, Normal, Male, Sports and travel, 60.95, 9, 27.4275, 575.9775, Credit card, 548.55, 4.761904762, 27.4275, 6
6, 17, B, Zurich, Normal, Female, Sports and travel, 51.54, 5, 12.885, 270.585, Cash, 257.7, 4.761904762, 12.885, 4.2
3, 10, A, Bern, Normal, Female, Electronic accessories, 66.06, 6, 19.818, 416.178, Cash, 396.36, 4.761904762, 19.818, 7.3
6, 20, B, Zurich, Normal, Male, Fashion accessories, 57.27, 3, 8.5905, 180.4005, Ewallet, 171.81, 4.761904762, 8.5905, 6.5
5, 10, B, Zurich, Normal, Female, Fashion accessories, 54.31, 9, 24.4395, 513.2295, Cash, 488.79, 4.761904762, 24.4395, 8.9
2, 12, B, Zurich, Normal, Female, Health and beauty, 58.24, 9, 26.208, 550.368, Cash, 524.16, 4.761904762, 26.208, 9.7
4, 10, C, Geneva, Normal, Male, Electronic accessories, 22.21, 6, 6.663, 139.923, Credit card, 133.26, 4.761904762, 6.663, 8.6
1, 18, A, Bern, Member, Male, Electronic accessories, 19.32, 7, 6.762, 142.002, Cash, 135.24, 4.761904762, 6.762, 6.9
7, 13, B, Zurich, Normal, Male, Home and lifestyle, 37.48, 3, 5.622, 118.062, Credit card, 112.44, 4.761904762, 5.622, 7.7
1, 19, B, Zurich, Member, Female, Fashion accessories, 72.04, 2, 7.204, 151.284, Cash, 144.08, 4.761904762, 7.204, 9.5
3, 20, C, Geneva, Member, Female, Food and beverages, 98.52, 10, 49.26, 1034.46, Ewallet, 985.2, 4.761904762, 49.26, 4.5
3, 15, A, Bern, Member, Male, Food and beverages, 41.66, 6, 12.498, 262.458, Ewallet, 249.96, 4.761904762, 12.498, 5.6
5, 16, A, Bern, Member, Female, Home and lifestyle, 72.42, 3, 10.863, 228.123, Ewallet, 217.26, 4.761904762, 10.863, 8.2
4, 12, B, Zurich, Normal, Male, Electronic accessories, 21.58, 9, 9.711, 203.931, Cash, 194.22, 4.761904762, 9.711, 7.3
1, 15, C, Geneva, Normal, Male, Food and beverages, 89.2, 10, 44.6, 936.6, Credit card, 892, 4.761904762, 44.6, 4.4
3, 13, B, Zurich, Normal, Female, Electronic accessories, 42.42, 8, 16.968, 356.328, Ewallet, 339.36, 4.761904762, 16.968, 5.7
3, 15, A, Bern, Member, Male, Electronic accessories, 74.51, 6, 22.353, 469.413, Ewallet, 447.06, 4.761904762, 22.353, 5
3, 13, B, Zurich, Normal, Male, Fashion accessories, 99.25, 2, 9.925, 208.425, Cash, 198.5, 4.761904762, 9.925, 9
4, 13, A, Bern, Normal, Female, Food and beverages, 81.21, 10, 40.605, 852.705, Credit card, 812.1, 4.761904762, 40.605, 6.3
7, 16, C, Geneva, Normal, Female, Sports and travel, 49.33, 10, 24.665, 517.965, Credit card, 493.3, 4.761904762, 24.665, 9.4
2, 13, A, Bern, Normal, Female, Fashion accessories, 65.74, 9, 29.583, 621.243, Cash, 591.66, 4.761904762, 29.583, 7.7
4, 10, B, Zurich, Normal, Female, Fashion accessories, 79.86, 7, 27.951, 586.971, Credit card, 559.02, 4.761904762, 27.951, 5.5
6, 16, C, Geneva, Normal, Female, Sports and travel, 73.98, 7, 25.893, 543.753, Ewallet, 517.86, 4.761904762, 25.893, 4.1
1, 17, B, Zurich, Member, Female, Home and lifestyle, 82.04, 5, 20.51, 430.71, Credit card, 410.2, 4.761904762, 20.51, 7.6
2, 11, B, Zurich, Member, Male, Sports and travel, 26.67, 10, 13.335, 280.035, Cash, 266.7, 4.761904762, 13.335, 8.6
7, 19, A, Bern, Member, Male, Food and beverages, 10.13, 7, 3.5455, 74.4555, Ewallet, 70.91, 4.761904762, 3.5455, 8.3
7, 19, B, Zurich, Normal, Male, Food and beverages, 72.39, 2, 7.239, 152.019, Credit card, 144.78, 4.761904762, 7.239, 8.1
5, 14, A, Bern, Normal, Male, Sports and travel, 85.91, 5, 21.4775, 451.0275, Credit card, 429.55, 4.761904762, 21.4775, 8.6
5, 19, B, Zurich, Member, Male, Fashion accessories, 81.31, 7, 28.4585, 597.6285, Ewallet, 569.17, 4.761904762, 28.4585, 6.3
3, 18, B, Zurich, Normal, Male, Food and beverages, 60.3, 4, 12.06, 253.26, Cash, 241.2, 4.761904762, 12.06, 5.8
1, 14, C, Geneva, Normal, Male, Food and beverages, 31.77, 4, 6.354, 133.434, Ewallet, 127.08, 4.761904762, 6.354, 6.2
2, 13, A, Bern, Normal, Female, Health and beauty, 64.27, 4, 12.854, 269.934, Cash, 257.08, 4.761904762, 12.854, 7.7
5, 12, B, Zurich, Normal, Male, Health and beauty, 69.51, 2, 6.951, 145.971, Ewallet, 139.02, 4.761904762, 6.951, 8.1
1, 12, C, Geneva, Normal, Male, Food and beverages, 27.22, 3, 4.083, 85.743, Cash, 81.66, 4.761904762, 4.083, 7.3
5, 19, A, Bern, Member, Female, Health and beauty, 77.68, 4, 15.536, 326.256, Cash, 310.72, 4.761904762, 15.536, 8.4
3, 15, C, Geneva, Member, Female, Fashion accessories, 92.98, 2, 9.298, 195.258, Credit card, 185.96, 4.761904762, 9.298, 8
1, 18, B, Zurich, Member, Female, Fashion accessories, 18.08, 4, 3.616, 75.936, Credit card, 72.32, 4.761904762, 3.616, 9.5
